p_milk_dairy, p_wheat, p_eggs, p_legumes_soy, p_seafood, p_nuts, p_one_allergy, p_two_allergy
0.45,0.65,0.25,0.15,0.14,0.1,0.15,0.5,0.25,
0.474093,0.67761,0.199891,0.137224,0.161849,0.108749,0.115682,0.553112,0.262954,
0.474093,0.67761,0.199891,0.137224,0.161849,0.108749,0.115682,0.553112,0.262954,
0.509528,0.658518,0.187854,0.143677,0.15624,0.10906,0.0927933,0.537631,0.285332,
0.509528,0.658518,0.187854,0.143677,0.15624,0.10906,0.0927933,0.537631,0.285332,
0.504246,0.653111,0.188896,0.138124,0.141099,0.0889365,0.107875,0.523887,0.280823,
0.46355,0.646103,0.183078,0.123963,0.137112,0.102338,0.0903332,0.534504,0.278633,
0.46355,0.646103,0.183078,0.123963,0.137112,0.102338,0.0903332,0.534504,0.278633,
0.446866,0.651477,0.180335,0.124868,0.141012,0.0877931,0.0978332,0.529829,0.272935,
0.446866,0.651477,0.180335,0.124868,0.141012,0.0877931,0.0978332,0.529829,0.272935,
0.446866,0.651477,0.180335,0.124868,0.141012,0.0877931,0.0978332,0.529829,0.272935,
0.446866,0.651477,0.180335,0.124868,0.141012,0.0877931,0.0978332,0.529829,0.272935,
0.461727,0.658232,0.198556,0.113036,0.134651,0.0870385,0.0950696,0.534628,0.273575,
0.457827,0.695397,0.214368,0.116854,0.145733,0.0977672,0.123809,0.534568,0.269332,
0.457837,0.680513,0.216749,0.133593,0.14281,0.0784759,0.0964766,0.567757,0.24528,
0.457837,0.680513,0.216749,0.133593,0.14281,0.0784759,0.0964766,0.567757,0.24528,
0.457837,0.680513,0.216749,0.133593,0.14281,0.0784759,0.0964766,0.567757,0.24528,
0.457837,0.680513,0.216749,0.133593,0.14281,0.0784759,0.0964766,0.567757,0.24528,
0.457837,0.680513,0.216749,0.133593,0.14281,0.0784759,0.0964766,0.567757,0.24528,
0.463724,0.663322,0.239204,0.121357,0.13282,0.0518425,0.107718,0.569224,0.250263,
0.463724,0.663322,0.239204,0.121357,0.13282,0.0518425,0.107718,0.569224,0.250263,
0.440971,0.66971,0.236446,0.128093,0.115364,0.0577253,0.100802,0.564968,0.271557,
0.487071,0.655683,0.230229,0.114812,0.105056,0.0782885,0.11889,0.519554,0.267391,
0.487071,0.655683,0.230229,0.114812,0.105056,0.0782885,0.11889,0.519554,0.267391,
0.487071,0.655683,0.230229,0.114812,0.105056,0.0782885,0.11889,0.519554,0.267391,
0.468527,0.640679,0.248747,0.122787,0.0924283,0.0849323,0.111049,0.497689,0.265673,
0.417741,0.652656,0.249309,0.140098,0.0650434,0.0862688,0.115848,0.505657,0.244721,
0.417741,0.652656,0.249309,0.140098,0.0650434,0.0862688,0.115848,0.505657,0.244721,
0.417741,0.652656,0.249309,0.140098,0.0650434,0.0862688,0.115848,0.505657,0.244721,
0.417741,0.652656,0.249309,0.140098,0.0650434,0.0862688,0.115848,0.505657,0.244721,
0.417741,0.652656,0.249309,0.140098,0.0650434,0.0862688,0.115848,0.505657,0.244721,
0.417741,0.652656,0.249309,0.140098,0.0650434,0.0862688,0.115848,0.505657,0.244721,
0.417741,0.652656,0.249309,0.140098,0.0650434,0.0862688,0.115848,0.505657,0.244721,
0.441693,0.626264,0.226934,0.127787,0.0693085,0.115015,0.123203,0.481871,0.253398,
0.441693,0.626264,0.226934,0.127787,0.0693085,0.115015,0.123203,0.481871,0.253398,
0.441693,0.626264,0.226934,0.127787,0.0693085,0.115015,0.123203,0.481871,0.253398,
0.441693,0.626264,0.226934,0.127787,0.0693085,0.115015,0.123203,0.481871,0.253398,
0.437752,0.669889,0.246159,0.0981335,0.0635807,0.123217,0.148997,0.463282,0.262629,
0.458898,0.69974,0.25004,0.0846901,0.0760921,0.113559,0.143552,0.495224,0.226262,
0.458898,0.69974,0.25004,0.0846901,0.0760921,0.113559,0.143552,0.495224,0.226262,
0.46662,0.705557,0.247535,0.0958598,0.0674983,0.113989,0.140915,0.446308,0.249714,
